id_credito,id_cliente,fecha_desembolso,producto,canal,monto,plazo_meses,tasa_ea,estado,dias_mora
CRED03746,CLI0705,2020-06-07,Express,Digital,3900000.0,18,2.22,Al día,0
CRED03747,CLI0504,2023-10-07,Plus,Televentas,3300000.0,24,1.65,Al día,0
CRED03748,CLI0774,2020-01-23,Plus,Digital,3700000.0,36,2.52,Al día,0
CRED03749,CLI0489,2023-10-19,Empresarial,Referido,14600000.0,24,1.55,Al día,0
CRED03750,CLI0307,2021-07-13,Express,Digital,1500000.0,24,2.57,Al día,0
CRED03751,CLI0010,2020-11-10,Empresarial,Televentas,10000000.0,36,2.64,En mora,138
CRED03752,CLI0785,2022-06-21,Express,Referido,1500000.0,12,2.33,Al día,0
CRED03753,CLI0441,2022-01-03,Plus,Televentas,3600000.0,24,1.8,Al día,0
CRED03754,CLI0300,2020-12-30,Express,Digital,1900000.0,24,1.67,Al día,0
CRED03755,CLI0612,2021-03-19,Empresarial,Televentas,11600000.0,12,2.03,Cancelado,0
CRED03756,CLI0237,2020-03-11,Plus,Convenio Empresa,3200000.0,24,2.29,En mora,177
CRED03757,CLI0008,2023-10-14,Plus,Sucursal,3100000.0,36,2.59,Al día,0
CRED03758,CLI0562,2022-12-26,Plus,Referido,3200000.0,36,1.5,Cancelado,0
CRED03759,CLI0383,2021-03-18,Express,Digital,900000.0,12,2.71,Al día,0
CRED03760,CLI0194,2022-06-24,Express,Sucursal,900000.0,60,2.71,Cancelado,0
CRED03761,CLI0422,2023-11-27,Empresarial,Digital,10700000.0,36,2.26,Al día,0
CRED03762,CLI0575,2020-04-07,Express,Digital,2400000.0,24,2.08,Al día,0
CRED03763,CLI0448,2023-07-24,Express,Convenio Empresa,2300000.0,18,2.93,Al día,0
CRED03764,CLI0405,2022-12-06,Express,Digital,600000.0,24,2.83,Al día,0
CRED03765,CLI0256,2023-08-05,Plus,Digital,3700000.0,48,3.17,Al día,0
CRED03766,CLI0168,2023-09-18,Express,Digital,1000000.0,24,2.13,En mora,42
CRED03767,CLI0733,2023-09-13,Express,Televentas,1700000.0,36,3.04,En mora,179
CRED03768,CLI0755,2020-07-29,Express,Convenio Empresa,1400000.0,24,1.65,Al día,0
CRED03769,CLI0662,2022-03-10,Express,Televentas,2100000.0,24,2.2,Al día,0
CRED03770,CLI0400,2023-11-14,Empresarial,Digital,9800000.0,18,2.29,Al día,0
CRED03771,CLI0388,2021-09-23,Empresarial,Televentas,5600000.0,36,2.25,Al día,0
CRED03772,CLI0226,2022-06-28,Plus,Referido,2800000.0,24,2.56,Al día,0
CRED03773,CLI0270,2020-04-17,Express,Convenio Empresa,1600000.0,18,1.79,Al día,0
CRED03774,CLI0082,2023-05-10,Empresarial,Digital,10100000.0,24,2.97,En mora,112
CRED03775,CLI0433,2020-01-10,Plus,Sucursal,2400000.0,48,,Al día,0
CRED03776,CLI0641,2020-04-09,Express,Convenio Empresa,900000.0,36,,Al día,0
CRED03777,CLI0246,2022-02-11,Empresarial,Digital,10000000.0,18,,Al día,0
CRED03778,CLI0530,2021-02-17,Plus,Digital,2400000.0,48,2.57,Al día,0
CRED03779,CLI0783,2021-05-26,Plus,Digital,2200000.0,12,2.2,Al día,0
CRED03780,CLI0628,2022-02-06,Plus,Convenio Empresa,3400000.0,12,2.36,En mora,91
CRED03781,CLI0711,2021-05-03,Express,Digital,1300000.0,12,2.76,Al día,0
CRED03782,CLI0702,2021-02-13,Express,Televentas,1100000.0,12,1.89,Al día,0
CRED03783,CLI0279,2020-07-06,Plus,Digital,,12,1.85,En mora,178
CRED03784,CLI0292,2020-02-02,Express,Referido,1600000.0,36,2.7,Al día,0
CRED03785,CLI0665,2022-05-13,Express,Digital,1200000.0,36,2.39,En mora,147
CRED03786,CLI0761,2020-02-27,Plus,Referido,4100000.0,36,1.9,Al día,0
CRED03787,CLI0545,2020-01-30,Plus,Sucursal,3500000.0,36,2.32,Al día,0
CRED03788,CLI0276,2021-11-21,Express,Digital,1700000.0,36,2.28,Cancelado,0
CRED03789,CLI0423,2021-01-28,Plus,Televentas,5400000.0,18,2.68,En mora,100
CRED03790,CLI0193,2023-10-24,Plus,Digital,5400000.0,36,1.5,Al día,0
CRED03791,CLI0071,2023-10-02,Plus,Referido,6300000.0,24,2.5,Al día,0
CRED03792,CLI0187,2020-05-09,Express,Televentas,2300000.0,60,2.53,Cancelado,0
CRED03793,CLI0140,2021-03-27,Express,Digital,1800000.0,18,2.77,Al día,0
CRED03794,CLI0297,2020-07-16,Express,Digital,1400000.0,12,3.01,Al día,0
CRED03795,CLI0114,2023-09-22,Express,Digital,1400000.0,36,2.25,En mora,3
CRED03796,CLI0653,2020-12-09,Express,Sucursal,1100000.0,36,2.08,Al día,0
CRED03797,CLI0467,2020-12-08,Express,Convenio Empresa,1600000.0,18,1.67,En mora,144
CRED03798,CLI0633,2020-03-31,Express,Referido,2100000.0,24,2.07,En mora,153
CRED03799,CLI0464,2022-05-01,Empresarial,Digital,7900000.0,12,1.62,Al día,0
CRED03800,CLI0279,2022-11-15,Express,Digital,1600000.0,60,2.86,En mora,51
CRED03801,CLI0718,2020-08-08,Plus,Sucursal,3200000.0,12,2.87,Al día,0
CRED03802,CLI0638,2021-10-31,Plus,Digital,4300000.0,12,2.21,Al día,0
CRED03803,CLI0504,2021-10-22,Express,Sucursal,1300000.0,12,1.94,Al día,0
CRED03804,CLI0193,2023-02-25,Empresarial,Digital,7900000.0,24,1.7,En mora,20
CRED03805,CLI0329,2023-07-07,Plus,Digital,3100000.0,12,2.95,Cancelado,0
CRED03806,CLI0020,2021-01-23,Express,Convenio Empresa,2000000.0,36,2.99,Al día,0
CRED03807,CLI0156,2023-07-03,Plus,Sucursal,3900000.0,48,1.95,Al día,0
CRED03808,CLI0051,2021-02-28,Express,Sucursal,1400000.0,18,2.56,Cancelado,0
CRED03809,CLI0548,2023-01-14,Plus,Digital,4400000.0,36,1.94,Al día,0
CRED03810,CLI0023,2022-03-20,Express,Digital,1400000.0,12,1.88,Al día,0
CRED03811,CLI0191,2022-05-26,Plus,Televentas,5900000.0,24,1.54,Al día,0
CRED03812,CLI0105,2020-09-04,Express,Televentas,1100000.0,18,2.48,Castigado,164
CRED03813,CLI0289,2021-04-20,Plus,Convenio Empresa,,18,1.75,En mora,83
CRED03814,CLI0276,2021-03-13,Express,Digital,900000.0,36,1.52,En mora,171
CRED03815,CLI0129,2020-08-04,Plus,Sucursal,3500000.0,12,1.68,Al día,0
CRED03816,CLI0733,2021-12-31,Plus,Televentas,2200000.0,48,2.03,Cancelado,0
CRED03817,CLI0449,2021-10-24,Express,Referido,2200000.0,36,2.64,Al día,0
CRED03818,CLI0745,2020-12-21,Plus,Televentas,5200000.0,36,1.84,Cancelado,0
CRED03819,CLI0009,2020-01-31,Express,Televentas,2200000.0,48,3.01,Al día,0
CRED03820,CLI0239,2022-04-03,Empresarial,Sucursal,9900000.0,60,1.99,Al día,0
CRED03821,CLI0093,2023-09-01,Express,Televentas,1100000.0,24,2.06,Al día,0
CRED03822,CLI0155,2021-10-09,Plus,Referido,3000000.0,24,1.87,Al día,0
CRED03823,CLI0016,2020-01-25,Plus,Sucursal,6800000.0,18,1.93,En mora,82
CRED03824,CLI0506,2022-03-08,Express,Convenio Empresa,2900000.0,36,1.63,Cancelado,0
CRED03825,CLI0223,2021-03-11,Express,Televentas,1700000.0,24,2.0,Al día,0
CRED03826,CLI0351,2022-07-28,Express,Digital,1300000.0,48,2.96,Cancelado,0
CRED03827,CLI0431,2021-03-26,Plus,Digital,,18,2.67,Al día,0
CRED03828,CLI0320,2020-05-15,Express,Digital,1200000.0,18,2.99,En mora,4
CRED03829,CLI0511,2023-09-09,Plus,Digital,4300000.0,18,1.68,En mora,39
CRED03830,CLI0381,2021-07-24,Plus,Digital,6400000.0,36,2.27,En mora,118
CRED03831,CLI0475,2023-08-24,Express,Digital,1200000.0,12,1.89,Al día,0
CRED03832,CLI0714,2023-07-01,Plus,Digital,5300000.0,24,2.73,Al día,0
CRED03833,CLI0033,2022-01-25,Express,Televentas,2000000.0,24,3.15,En mora,38
CRED03834,CLI0339,2020-03-30,Express,Digital,1600000.0,12,2.89,Al día,0
CRED03835,CLI0083,2020-05-17,Plus,Digital,2800000.0,24,1.56,En mora,128
CRED03836,CLI0769,2021-03-23,Express,Convenio Empresa,1200000.0,24,,Cancelado,0
CRED03837,CLI0150,2022-04-21,Express,Televentas,1800000.0,12,1.55,Al día,0
CRED03838,CLI0058,2021-09-09,Empresarial,Televentas,6400000.0,24,1.57,En mora,82
CRED03839,CLI0273,2023-05-11,Express,Televentas,1700000.0,60,1.64,En mora,30
CRED03840,CLI0795,2022-10-20,Empresarial,Convenio Empresa,11600000.0,60,1.97,Al día,0
CRED03841,CLI0402,2020-07-27,Empresarial,Televentas,13200000.0,24,2.02,Al día,0
CRED03842,CLI0074,2023-12-30,Express,Televentas,900000.0,24,2.18,Cancelado,0
CRED03843,CLI0557,2023-01-03,Express,Sucursal,2700000.0,18,2.19,Al día,0
CRED03844,CLI0482,2023-03-11,Plus,Referido,7200000.0,60,2.81,Al día,0
CRED03845,CLI0186,2020-12-17,Express,Televentas,1900000.0,18,1.74,En mora,173
CRED03846,CLI0197,2021-05-30,Express,Televentas,1100000.0,24,1.77,Al día,0
CRED03847,CLI0257,2020-07-13,Plus,Digital,3600000.0,12,2.57,En mora,105
CRED03848,CLI0391,2023-05-13,Express,Televentas,1600000.0,18,2.47,Al día,0
CRED03849,CLI0013,2021-10-26,Empresarial,Sucursal,10700000.0,12,1.76,Al día,0
CRED03850,CLI0125,2023-07-16,Express,Televentas,1600000.0,36,,Cancelado,0
CRED03851,CLI0787,2023-11-27,Express,Referido,1800000.0,24,2.06,Al día,0
CRED03852,CLI0732,2022-03-06,Express,Televentas,1600000.0,24,2.12,En mora,68
CRED03853,CLI0255,2023-10-20,Empresarial,Sucursal,10600000.0,18,2.21,En mora,134
CRED03854,CLI0395,2023-11-21,Plus,Televentas,3400000.0,36,2.05,En mora,1
CRED03855,CLI0790,2020-09-29,Plus,Digital,3500000.0,12,2.45,Al día,0
CRED03856,CLI0454,2021-11-11,Express,Televentas,1300000.0,18,2.16,Al día,0
CRED03857,CLI0254,2020-12-25,Express,Digital,3500000.0,36,1.94,Cancelado,0
CRED03858,CLI0756,2023-07-25,Express,Digital,2900000.0,48,3.04,Al día,0
CRED03859,CLI0035,2023-11-09,Express,Convenio Empresa,2000000.0,18,2.02,Al día,0
CRED03860,CLI0204,2021-10-13,Plus,Digital,6300000.0,24,2.69,Al día,0
CRED03861,CLI0472,2023-09-26,Plus,Convenio Empresa,5300000.0,24,2.09,Al día,0
CRED03862,CLI0753,2022-09-14,Express,Digital,1700000.0,48,2.24,Cancelado,0
CRED03863,CLI0790,2020-05-18,Empresarial,Digital,6300000.0,12,1.9,Cancelado,0
CRED03864,CLI0097,2021-11-17,Express,Sucursal,1500000.0,24,2.78,Castigado,320
CRED03865,CLI0534,2020-02-06,Empresarial,Digital,8900000.0,18,2.75,Al día,0
CRED03866,CLI0682,2023-05-31,Express,Televentas,1000000.0,12,1.54,En mora,33
CRED03867,CLI0214,2023-04-13,Express,Televentas,900000.0,12,1.6,Al día,0
CRED03868,CLI0485,2022-07-08,Express,Televentas,2000000.0,60,3.07,Al día,0
CRED03869,CLI0399,2022-02-22,Express,Referido,1800000.0,18,3.01,Al día,0
CRED03870,CLI0698,2022-11-12,Plus,Convenio Empresa,2700000.0,48,2.36,Cancelado,0
CRED03871,CLI0320,2023-08-04,Express,Televentas,1200000.0,18,2.34,En mora,163
CRED03872,CLI0331,2021-04-21,Express,Referido,2600000.0,48,2.88,Cancelado,0
CRED03873,CLI0163,2022-10-28,Plus,Digital,2900000.0,36,1.74,Cancelado,0
CRED03874,CLI0645,2023-04-18,Plus,Televentas,4200000.0,12,2.61,Cancelado,0
CRED03875,CLI0746,2023-12-14,Plus,Sucursal,3700000.0,24,2.31,Al día,0
CRED03876,CLI0044,2020-01-28,Express,Televentas,2000000.0,18,2.76,En mora,116
CRED03877,CLI0763,2021-04-21,Plus,Convenio Empresa,3000000.0,24,1.55,Al día,0
CRED03878,CLI0563,2020-02-13,Plus,Convenio Empresa,4100000.0,24,2.51,Al día,0
CRED03879,CLI0534,2023-06-16,Express,Referido,1700000.0,24,2.45,Al día,0
CRED03880,CLI0126,2020-09-11,Express,Sucursal,1800000.0,36,2.93,Al día,0
CRED03881,CLI0260,2021-09-24,Express,Digital,1700000.0,36,2.65,Al día,0
CRED03882,CLI0493,2021-04-29,Express,Digital,1900000.0,18,3.0,Al día,0
CRED03883,CLI0654,2022-05-27,Express,Televentas,3900000.0,48,3.01,Al día,0
CRED03884,CLI0306,2021-05-13,Express,Convenio Empresa,4500000.0,48,2.19,Cancelado,0
CRED03885,CLI0204,2023-06-23,Plus,Digital,3200000.0,12,1.73,En mora,164
CRED03886,CLI0370,2020-06-11,Plus,Digital,1800000.0,12,2.57,Al día,0
CRED03887,CLI0054,2020-05-02,Empresarial,Digital,11700000.0,24,2.99,Al día,0
CRED03888,CLI0683,2020-10-08,Plus,Sucursal,4300000.0,24,1.63,Al día,0
CRED03889,CLI0224,2022-02-06,Express,Convenio Empresa,2500000.0,18,2.45,Al día,0
CRED03890,CLI0116,2022-10-18,Empresarial,Televentas,10700000.0,18,1.7,Al día,0
CRED03891,CLI0242,2021-08-30,Empresarial,Digital,10000000.0,36,1.55,Castigado,139
CRED03892,CLI0649,2021-02-17,Express,Digital,2500000.0,36,2.66,Al día,0
CRED03893,CLI0445,2020-11-06,Plus,Digital,6200000.0,18,2.66,Al día,0
CRED03894,CLI0333,2022-02-08,Empresarial,Digital,6500000.0,48,2.52,Al día,0
CRED03895,CLI0016,2021-02-22,Plus,Referido,3000000.0,36,2.96,Al día,0
CRED03896,CLI0172,2023-08-07,Empresarial,Sucursal,9500000.0,24,1.64,Al día,0
CRED03897,CLI0283,2020-03-18,Express,Digital,1700000.0,36,1.68,Al día,0
CRED03898,CLI0599,2021-05-02,Express,Digital,1500000.0,12,2.97,Cancelado,0
CRED03899,CLI0123,2023-05-09,Express,Digital,1900000.0,24,2.36,Al día,0
CRED03900,CLI0406,2022-06-27,Plus,Televentas,5700000.0,18,1.96,Al día,0
CRED03901,CLI0249,2021-11-04,Plus,Digital,7300000.0,12,2.75,Al día,0
CRED03902,CLI0010,2020-10-01,Empresarial,Digital,11700000.0,18,,Al día,0
CRED03903,CLI0044,2021-07-23,Express,Digital,1200000.0,18,2.67,Al día,0
CRED03904,CLI0596,2021-10-12,Express,Convenio Empresa,1500000.0,36,2.85,Al día,0
CRED03905,CLI0708,2023-08-11,Plus,Convenio Empresa,3900000.0,36,1.98,Al día,0
CRED03906,CLI0487,2020-03-22,Plus,Televentas,4800000.0,12,,Al día,0
CRED03907,CLI0705,2022-12-02,Express,Digital,1900000.0,12,2.97,Al día,0
CRED03908,CLI0611,2022-04-29,Express,Referido,3700000.0,36,2.55,Al día,0
CRED03909,CLI0159,2023-08-20,Plus,Sucursal,3400000.0,12,1.9,Al día,0
CRED03910,CLI0381,2021-08-13,Plus,Digital,4600000.0,18,2.39,Al día,0
CRED03911,CLI0790,2020-02-18,Express,Digital,4200000.0,24,2.67,Al día,0
CRED03912,CLI0092,2021-04-14,Express,Televentas,1300000.0,36,1.87,Al día,0
CRED03913,CLI0255,2021-11-09,Empresarial,Digital,10300000.0,48,2.61,Al día,0
CRED03914,CLI0162,2021-12-02,Plus,Televentas,2900000.0,36,1.57,Al día,0
CRED03915,CLI0512,2021-05-11,Express,Televentas,1700000.0,18,2.02,Al día,0
CRED03916,CLI0094,2021-02-25,Express,Televentas,1200000.0,36,,Al día,0
CRED03917,CLI0703,2023-01-09,Plus,Digital,5800000.0,18,1.75,Al día,0
CRED03918,CLI0634,2020-04-20,Express,Televentas,1700000.0,18,1.88,Cancelado,0
CRED03919,CLI0347,2023-09-23,Express,Sucursal,1100000.0,24,2.99,En mora,10
CRED03920,CLI0778,2021-05-23,Plus,Digital,5400000.0,36,2.65,En mora,56
CRED03921,CLI0641,2023-11-08,Express,Convenio Empresa,1700000.0,12,2.35,Cancelado,0
CRED03922,CLI0062,2023-11-26,Plus,Digital,5600000.0,12,1.86,Castigado,186
CRED03923,CLI0062,2021-03-31,Express,Digital,1000000.0,36,2.08,En mora,108
CRED03924,CLI0365,2023-05-30,Plus,Televentas,4500000.0,48,2.48,Al día,0
CRED03925,CLI0661,2022-02-20,Express,Digital,2200000.0,36,1.76,Al día,0
CRED03926,CLI0158,2022-12-03,Express,Digital,1400000.0,24,2.32,Al día,0
CRED03927,CLI0719,2021-10-20,Express,Digital,1000000.0,48,2.2,Al día,0
CRED03928,CLI0550,2021-01-10,Empresarial,Televentas,9700000.0,36,2.31,Castigado,175
CRED03929,CLI0110,2022-06-24,Empresarial,Convenio Empresa,14200000.0,24,1.68,Al día,0
CRED03930,CLI0129,2023-07-13,Express,Digital,2500000.0,18,1.68,En mora,154
CRED03931,CLI0500,2020-01-13,Plus,Convenio Empresa,3400000.0,18,3.14,Al día,0
CRED03932,CLI0239,2020-05-12,Plus,Digital,2500000.0,24,3.16,Al día,0
CRED03933,CLI0325,2022-10-03,Empresarial,Televentas,8600000.0,18,2.22,Al día,0
CRED03934,CLI0572,2020-05-23,Express,Televentas,1300000.0,18,2.84,Al día,0
CRED03935,CLI0661,2021-01-29,Plus,Convenio Empresa,4700000.0,24,2.61,Al día,0
CRED03936,CLI0775,2020-04-16,Express,Sucursal,1600000.0,18,1.7,En mora,97
CRED03937,CLI0356,2023-07-23,Express,Sucursal,1200000.0,36,2.0,Cancelado,0
CRED03938,CLI0450,2020-10-16,Empresarial,Digital,13700000.0,12,2.03,Cancelado,0
CRED03939,CLI0751,2021-02-22,Plus,Referido,4200000.0,24,2.51,Al día,0
CRED03940,CLI0198,2020-09-14,Express,Digital,1900000.0,36,2.49,Cancelado,0
CRED03941,CLI0022,2020-07-06,Express,Sucursal,800000.0,24,3.07,Al día,0
CRED03942,CLI0706,2020-12-21,Plus,Digital,1700000.0,24,2.84,Al día,0
CRED03943,CLI0387,2023-04-28,Plus,Digital,2400000.0,24,2.96,En mora,56
CRED03944,CLI0367,2023-01-29,Express,Digital,1300000.0,48,3.02,Al día,0
CRED03945,CLI0742,2021-02-22,Empresarial,Digital,11700000.0,60,2.86,Al día,0
CRED03946,CLI0138,2021-04-28,Express,Convenio Empresa,,36,2.07,Al día,0
CRED03947,CLI0257,2022-11-05,Express,Sucursal,3100000.0,36,1.87,En mora,90
CRED03948,CLI0041,2020-06-09,Empresarial,Televentas,10300000.0,12,2.47,Al día,0
CRED03949,CLI0497,2022-05-22,Express,Convenio Empresa,2800000.0,48,2.67,Al día,0
CRED03950,CLI0724,2022-08-14,Express,Convenio Empresa,1100000.0,60,2.16,Al día,0
CRED03951,CLI0449,2021-09-29,Plus,Digital,4800000.0,24,2.94,En mora,54
CRED03952,CLI0573,2020-12-02,Plus,Digital,4100000.0,36,3.13,Cancelado,0
CRED03953,CLI0302,2021-02-08,Express,Digital,2300000.0,24,2.47,Al día,0
CRED03954,CLI0556,2021-05-16,Empresarial,Digital,9200000.0,18,2.28,Al día,0
CRED03955,CLI0714,2022-05-18,Plus,Digital,4700000.0,48,,Al día,0
CRED03956,CLI0502,2020-12-27,Express,Digital,2500000.0,24,1.54,Al día,0
CRED03957,CLI0195,2023-05-25,Plus,Digital,3200000.0,24,1.72,En mora,49
CRED03958,CLI0581,2021-05-24,Express,Digital,1800000.0,36,2.94,Al día,0
CRED03959,CLI0192,2021-09-12,Express,Referido,800000.0,48,2.74,Al día,0
CRED03960,CLI0557,2021-08-07,Plus,Digital,5100000.0,36,2.21,En mora,174
CRED03961,CLI0357,2023-03-26,Empresarial,Televentas,17700000.0,18,3.01,Al día,0
CRED03962,CLI0332,2022-07-07,Express,Televentas,1000000.0,24,2.1,En mora,148
CRED03963,CLI0750,2023-07-25,Express,Televentas,1600000.0,60,2.58,En mora,4
CRED03964,CLI0480,2021-02-16,Express,Digital,2300000.0,24,2.58,En mora,95
CRED03965,CLI0282,2021-07-10,Express,Digital,1600000.0,48,1.81,Al día,0
CRED03966,CLI0614,2022-09-12,Express,Digital,1700000.0,36,1.98,Al día,0
CRED03967,CLI0568,2020-06-12,Express,Digital,1400000.0,36,3.06,Castigado,276
CRED03968,CLI0165,2022-01-06,Plus,Digital,3400000.0,18,1.81,Al día,0
CRED03969,CLI0071,2022-03-26,Express,Televentas,1600000.0,18,1.8,Al día,0
CRED03970,CLI0544,2022-02-12,Express,Convenio Empresa,1700000.0,36,2.32,Al día,0
CRED03971,CLI0159,2020-12-09,Plus,Televentas,2600000.0,24,1.66,Al día,0
CRED03972,CLI0461,2022-08-22,Plus,Televentas,3900000.0,36,3.02,Cancelado,0
CRED03973,CLI0303,2022-06-22,Express,Digital,3000000.0,36,1.67,Al día,0
CRED03974,CLI0270,2022-05-15,Express,Referido,1400000.0,18,2.55,Al día,0
CRED03975,CLI0555,2022-10-31,Plus,Digital,2600000.0,36,2.08,Cancelado,0
CRED03976,CLI0376,2023-06-02,Express,Convenio Empresa,1500000.0,24,2.87,Cancelado,0
CRED03977,CLI0465,2022-06-06,Express,Convenio Empresa,1200000.0,18,2.5,Al día,0
CRED03978,CLI0001,2020-11-15,Plus,Televentas,2500000.0,24,2.16,Al día,0
CRED03979,CLI0795,2022-09-14,Express,Digital,1700000.0,48,3.17,Al día,0
CRED03980,CLI0654,2020-02-10,Express,Televentas,1200000.0,24,1.61,Al día,0
CRED03981,CLI0519,2022-02-20,Express,Digital,1300000.0,18,2.48,Cancelado,0
CRED03982,CLI0389,2022-05-25,Express,Digital,1700000.0,24,3.18,Al día,0
CRED03983,CLI0752,2020-06-19,Express,Digital,900000.0,18,2.67,Al día,0
CRED03984,CLI0190,2021-09-06,Empresarial,Digital,5800000.0,24,2.76,Al día,0
CRED03985,CLI0020,2023-05-03,Express,Televentas,2100000.0,12,1.55,Al día,0
CRED03986,CLI0635,2023-01-05,Express,Referido,700000.0,36,1.54,Al día,0
CRED03987,CLI0373,2020-11-08,Express,Digital,1100000.0,18,1.56,Al día,0
CRED03988,CLI0795,2023-02-06,Empresarial,Sucursal,5700000.0,24,3.19,En mora,5
CRED03989,CLI0636,2020-12-25,Plus,Sucursal,3400000.0,12,3.17,Al día,0
CRED03990,CLI0245,2021-06-10,Express,Sucursal,1900000.0,60,2.07,Cancelado,0
CRED03991,CLI0329,2022-02-18,Empresarial,Referido,10200000.0,24,1.99,Al día,0
CRED03992,CLI0739,2022-08-07,Express,Digital,4200000.0,48,1.75,Al día,0
CRED03993,CLI0065,2021-09-18,Express,Digital,2500000.0,36,2.06,Al día,0
CRED03994,CLI0675,2022-07-17,Express,Televentas,1100000.0,36,2.13,Al día,0
CRED03995,CLI0552,2021-08-03,Express,Televentas,1000000.0,48,,Al día,0
CRED03996,CLI0397,2022-02-07,Express,Referido,4800000.0,12,2.97,Al día,0
CRED03997,CLI0195,2023-02-25,Plus,Sucursal,,36,2.77,En mora,78
CRED03998,CLI0537,2023-05-26,Express,Televentas,2100000.0,18,2.6,En mora,79
CRED03999,CLI0700,2022-09-11,Plus,Digital,4100000.0,36,2.8,Al día,0
CRED04000,CLI0510,2020-05-27,Express,Digital,1800000.0,60,2.76,Al día,0
CRED04001,CLI0785,2021-11-13,Express,Digital,900000.0,48,2.31,Cancelado,0
CRED04002,CLI0565,2020-10-06,Express,Televentas,1700000.0,12,2.07,Al día,0
CRED04003,CLI0158,2022-08-19,Empresarial,Televentas,10000000.0,24,1.98,Castigado,347
CRED04004,CLI0628,2021-02-04,Express,Convenio Empresa,1100000.0,24,2.65,En mora,32
CRED04005,CLI0290,2020-11-12,Plus,Televentas,3300000.0,12,3.13,Al día,0
CRED04006,CLI0331,2021-01-23,Express,Referido,3000000.0,12,2.49,Al día,0
CRED04007,CLI0420,2020-01-09,Express,Televentas,1500000.0,24,3.05,Al día,0
CRED04008,CLI0657,2020-01-27,Express,Referido,3700000.0,60,1.52,En mora,180
CRED04009,CLI0330,2022-10-22,Express,Digital,800000.0,24,2.85,Al día,0
CRED04010,CLI0114,2022-02-05,Express,Referido,1300000.0,36,2.95,En mora,128
CRED04011,CLI0099,2022-10-03,Express,Convenio Empresa,900000.0,24,2.57,Al día,0
CRED04012,CLI0536,2022-04-08,Plus,Digital,2600000.0,36,3.09,Al día,0
CRED04013,CLI0675,2022-05-01,Express,Digital,1200000.0,60,2.5,Al día,0
CRED04014,CLI0069,2022-03-19,Plus,Referido,4500000.0,24,1.91,Al día,0
CRED04015,CLI0045,2022-02-03,Express,Digital,1800000.0,12,,Al día,0
CRED04016,CLI0133,2022-02-25,Plus,Televentas,3100000.0,24,2.44,Al día,0
CRED04017,CLI0183,2022-09-29,Plus,Digital,1800000.0,60,3.04,Al día,0
CRED04018,CLI0033,2021-09-22,Express,Convenio Empresa,2900000.0,24,1.62,Al día,0
CRED04019,CLI0207,2023-08-05,Express,Referido,1400000.0,24,2.53,Al día,0
CRED04020,CLI0110,2023-04-19,Plus,Digital,2700000.0,12,2.81,En mora,167
CRED04021,CLI0498,2020-05-25,Empresarial,Televentas,10700000.0,12,1.7,Al día,0
CRED04022,CLI0197,2022-04-17,Express,Sucursal,1800000.0,48,1.7,Al día,0
CRED04023,CLI0102,2020-03-20,Express,Convenio Empresa,1400000.0,18,2.12,En mora,117
CRED04024,CLI0033,2020-09-11,Empresarial,Referido,10300000.0,18,1.97,Cancelado,0
CRED04025,CLI0585,2022-02-27,Express,Televentas,1000000.0,24,1.84,Al día,0
CRED04026,CLI0658,2023-03-04,Plus,Digital,5200000.0,60,1.84,Al día,0
CRED04027,CLI0398,2020-11-28,Express,Televentas,1100000.0,12,1.72,En mora,106
CRED04028,CLI0674,2021-02-01,Express,Convenio Empresa,1300000.0,36,2.54,En mora,106
CRED04029,CLI0502,2022-06-12,Plus,Digital,5000000.0,18,2.67,En mora,91
CRED04030,CLI0539,2021-06-06,Plus,Digital,6100000.0,48,2.69,Al día,0
CRED04031,CLI0639,2021-12-14,Express,Digital,3100000.0,60,2.41,Al día,0
CRED04032,CLI0719,2022-11-09,Express,Televentas,2500000.0,18,3.12,Al día,0
CRED04033,CLI0605,2023-12-23,Plus,Convenio Empresa,3600000.0,12,3.0,En mora,91
CRED04034,CLI0263,2022-09-27,Plus,Digital,2300000.0,12,3.13,Al día,0
CRED04035,CLI0051,2023-07-24,Express,Convenio Empresa,2800000.0,36,2.16,Al día,0
CRED04036,CLI0376,2023-11-11,Plus,Sucursal,6500000.0,12,2.99,En mora,139
CRED04037,CLI0227,2022-01-24,Plus,Digital,3200000.0,18,2.8,Al día,0
CRED04038,CLI0621,2023-11-27,Plus,Convenio Empresa,5500000.0,18,2.08,Al día,0
CRED04039,CLI0736,2020-04-28,Plus,Sucursal,3600000.0,24,1.68,Al día,0
CRED04040,CLI0073,2023-08-26,Express,Sucursal,3000000.0,12,2.66,Al día,0
CRED04041,CLI0014,2022-02-28,Plus,Digital,3300000.0,48,1.73,Al día,0
CRED04042,CLI0214,2022-05-18,Plus,Digital,8000000.0,48,,Al día,0
CRED04043,CLI0672,2021-05-20,Express,Digital,2200000.0,24,2.35,Al día,0
CRED04044,CLI0504,2021-05-11,Express,Convenio Empresa,3300000.0,36,,Al día,0
CRED04045,CLI0082,2022-09-05,Express,Convenio Empresa,1300000.0,36,3.07,Al día,0
CRED04046,CLI0480,2020-03-11,Plus,Convenio Empresa,4600000.0,36,,Al día,0
CRED04047,CLI0655,2022-01-10,Express,Digital,,24,2.64,Al día,0
CRED04048,CLI0063,2023-07-16,Plus,Digital,5400000.0,24,2.03,Al día,0
CRED04049,CLI0370,2023-12-18,Empresarial,Televentas,12900000.0,36,2.67,Al día,0
